15233 58644
622 937 0.0625
2409 412 0.00900901
263 800 0.025
1689 4039 0.04
8020 82 0.2
2830 234 0.030303
9959 4824 0.0128205
8283 3553 0.030303
6201 9960 0.25
8260 5457 0.9
5054 9961 0.9
8267 5540 0.0833333
8267 221 0.0116279
5540 221 0.0116279
690 9719 0.333333
1277 9962 0.5
6021 7334 0.333333
6021 9963 0.0666667
7334 9963 0.0666667
336 151 0.0416667
336 154 0.0105263
151 154 0.0105263
9964 274 0.0113636
2259 5926 0.333333
1197 3073 0.0526316
9364 417 0.05
9364 784 0.0108696
417 784 0.0108696
2976 1544 0.166667
9965 3533 0.125
9965 6692 0.25
3533 6692 0.25
744 639 0.00442478
5087 9966 0.166667
5087 247 0.00833333
9966 247 0.00833333
3282 110 0.142857
3282 4691 0.1
3282 9568 0.04
110 4691 0.1
110 9568 0.04
4691 9568 0.04
2602 5384 0.0769231
6923 804 0.0909091
6923 2833 0.0588235
6923 296 0.0344828
804 2833 0.0588235
804 296 0.0344828
2833 296 0.0344828
326 661 0.0277778
326 200 0.00943396
326 131 0.00411523
661 200 0.00943396
661 131 0.00411523
200 131 0.00411523
329 5455 0.125
329 56 0.0181818
5455 56 0.0181818
107 9002 0.0714286
107 3677 0.0192308
9002 3677 0.0192308
9967 1 0.037037
2796 3756 0.333333
438 61 0.0333333
80 363 0.0128205
2803 833 0.0416667
2803 834 0.0188679
2803 104 0.0625
833 834 0.0188679
833 104 0.0625
834 104 0.0625
582 3606 0.0909091
4912 4824 0.0128205
4912 9460 0.2
4824 9460 0.2
592 2273 0.0714286
592 482 0.0263158
592 4 0.0204082
592 251 0.0149254
2273 482 0.0263158
2273 4 0.0204082
2273 251 0.0149254
482 4 0.0204082
482 251 0.0149254
4 251 0.0149254
5367 4133 0.111111
5367 624 0.0212766
5367 2071 0.025641
5367 9968 0.1
4133 624 0.0212766
4133 2071 0.025641
4133 9968 0.1
624 2071 0.025641
624 9968 0.1
2071 9968 0.1
562 3309 0.0625
562 9969 0.333333
3309 9969 0.333333
9970 9840 0.5
8638 341 0.0333333
8638 4163 0.047619
341 4163 0.047619
3215 249 0.0222222
439 9971 0.5
439 249 0.0222222
9971 249 0.0222222
2127 6114 0.25
2127 5248 0.2
2127 5247 0.166667
5248 5247 0.166667
2127 9972 0.9
9973 1267 0.166667
2737 5664 0.0526316
9865 76 0.0147059
9865 3624 0.333333
76 3624 0.333333
8867 8387 0.1
8867 8507 0.04
8867 4582 0.025641
8387 8507 0.04
8387 4582 0.025641
8507 4582 0.025641
236 5561 0.2
192 9974 0.333333
192 9975 0.166667
192 667 0.025
9974 9975 0.166667
9974 667 0.025
9975 667 0.025
2305 440 0.0188679
9953 4665 0.25
9953 8882 0.1
9953 8264 0.0833333
4665 8882 0.1
4665 8264 0.0833333
8882 8264 0.0833333
121 2019 0.0333333
121 7465 0.047619
2019 7465 0.047619
9976 4446 0.125
9977 159 0.0175439
9977 9978 0.166667
9977 9979 0.333333
159 9978 0.166667
159 9979 0.333333
9978 9979 0.333333
2941 8387 0.1
2941 6086 0.015625
8387 6086 0.015625
1955 650 0.0714286
2745 2002 0.0555556
9726 937 0.0625
1024 695 0.0588235
1290 251 0.0149254
7598 1841 0.05
9980 6436 0.142857
9980 7212 0.25
6436 7212 0.25
8731 2616 0.111111
4701 760 0.0625
8301 415 0.0208333
8301 705 0.0078125
415 705 0.0078125
1059 5999 0.166667
1059 6000 0.0588235
5999 6000 0.0588235
9980 6436 0.142857
131 9981 0.0769231
131 9982 0.5
9981 9982 0.5
1354 2596 0.0263158
4180 542 0.2
4180 9348 0.25
542 9348 0.25
534 9983 0.111111
9984 306 0.0384615
6028 4663 0.125
9830 3779 0.1
9830 9831 0.166667
3779 9831 0.166667
8283 3553 0.030303
8048 6330 0.0714286
8048 8049 0.0769231
6330 8049 0.0769231
9980 6436 0.142857
5995 793 0.0666667
5995 1634 0.0454545
5995 9985 0.333333
793 1634 0.0454545
793 9985 0.333333
1634 9985 0.333333
80 1379 0.0322581
80 8035 0.047619
1379 8035 0.047619
9986 1758 0.0714286
2796 9987 0.9
2796 9988 0.166667
9987 9988 0.166667
2119 359 0.00952381
8169 887 0.030303
8169 6133 0.0333333
8169 1209 0.0243902
887 6133 0.0333333
887 1209 0.0243902
6133 1209 0.0243902
236 563 0.0526316
9221 6902 0.25
9221 306 0.0384615
6902 306 0.0384615
2920 8887 0.25
2920 9989 0.111111
8887 9989 0.111111
1197 3073 0.0526316
9488 7769 0.142857
474 705 0.0078125
2846 4305 0.0555556
2846 4306 0.2
2846 4307 0.0384615
4305 4306 0.2
4305 4307 0.0384615
4306 4307 0.0384615
7951 2305 0.0526316
744 639 0.00442478
2714 6197 0.333333
2846 4305 0.0555556
2846 4307 0.0384615
4305 4307 0.0384615
1635 6306 0.5
1635 1449 0.0172414
6306 1449 0.0172414
1587 328 0.0196078
2832 2626 0.0357143
2832 4067 0.166667
2626 4067 0.166667
6469 6470 0.5
6469 1998 0.25
6469 1189 0.0714286
6470 1998 0.25
6470 1189 0.0714286
1998 1189 0.0714286
60 5682 0.0232558
60 2167 0.0212766
5682 2167 0.0212766
9990 27 0.00952381
9990 6542 0.037037
27 6542 0.037037
1256 9365 0.027027
2185 9837 0.142857
2185 9842 0.0769231
2185 9843 0.0833333
9837 9842 0.0769231
9837 9843 0.0833333
9842 9843 0.0833333
5454 646 0.0175439
5454 9991 0.0714286
646 9991 0.0714286
788 7926 0.333333
788 1756 0.0666667
7926 1756 0.0666667
9206 7929 0.111111
9206 604 0.0232558
7929 604 0.0232558
311 3059 0.111111
8297 2828 0.2
1494 6919 0.166667
3945 232 0.05
546 7438 0.0714286
546 547 0.0185185
546 287 0.00990099
7438 547 0.0185185
7438 287 0.00990099
547 287 0.00990099
4458 1594 0.0909091
4458 5662 0.0555556
1594 5662 0.0555556
1633 1634 0.0454545
9992 9993 0.2
9994 9995 0.9
9994 4829 0.5
9994 4592 0.125
9995 4829 0.5
9995 4592 0.125
4829 4592 0.125
9378 9996 0.2
9378 9997 0.5
9996 9997 0.5
9378 9998 0.9
7803 7805 0.333333
9999 10000 0.9
9999 10001 0.5
10000 10001 0.5
2455 6731 0.25
10002 6250 0.2
10002 10003 0.5
6250 10003 0.5
6377 4731 0.0909091
8426 6377 0.333333
8426 4731 0.0909091
6377 4731 0.0909091
8303 2033 0.111111
8303 10004 0.333333
8303 10005 0.333333
2033 10004 0.333333
2033 10005 0.333333
10004 10005 0.333333
3324 3325 0.5
10006 10007 0.9
10006 10008 0.5
10007 10008 0.5
10009 10010 0.9
10009 10011 0.5
10010 10011 0.5
9403 10012 0.166667
10013 3707 0.142857
1121 10014 0.9
1121 2461 0.166667
10014 2461 0.166667
9124 9125 0.5
4932 5143 0.5
8801 10015 0.9
5599 5600 0.0666667
5599 5601 0.037037
5600 5601 0.037037
4842 10016 0.9
4842 4841 0.5
10016 4841 0.5
10017 4840 0.333333
10017 7833 0.142857
4840 7833 0.142857
10018 9255 0.9
10019 10020 0.9
2462 3978 0.142857
2462 7823 0.125
3978 7823 0.125
7138 10021 0.5
5832 10022 0.9
9592 3985 0.0833333
10023 6391 0.125
10023 10024 0.25
6391 10024 0.25
7395 7396 0.2
8444 7537 0.5
683 684 0.0588235
683 3363 0.166667
684 3363 0.166667
4619 3361 0.111111
10025 10026 0.333333
10027 7054 0.0555556
10027 10028 0.5
10027 3138 0.0416667
7054 10028 0.5
7054 3138 0.0416667
10028 3138 0.0416667
3847 10029 0.2
5971 10030 0.5
5971 10031 0.5
10030 10031 0.5
10032 10033 0.2
10032 858 0.0625
10032 8449 0.25
10033 858 0.0625
10033 8449 0.25
858 8449 0.25
10034 10035 0.5
10034 3121 0.1
10034 10036 0.142857
10035 3121 0.1
10035 10036 0.142857
3121 10036 0.142857
6069 3581 0.142857
6069 5747 0.0833333
6069 3128 0.0333333
3581 5747 0.0833333
3581 3128 0.0333333
5747 3128 0.0333333
10037 10038 0.9
5633 10039 0.333333
9293 10040 0.9
10041 10042 0.333333
5312 4228 0.0384615
2583 2683 0.0909091
9519 10043 0.9
10044 10045 0.9
9172 9052 0.2
10046 10047 0.9
10048 10049 0.9
10048 10050 0.5
10049 10050 0.5
10051 10052 0.9
10053 10054 0.9
10053 7896 0.166667
10053 10055 0.333333
10054 7896 0.166667
10054 10055 0.333333
7896 10055 0.333333
8725 8724 0.111111
8725 8726 0.111111
8725 8727 0.0555556
8724 8726 0.111111
8724 8727 0.0555556
8726 8727 0.0555556
10056 9705 0.25
3683 6681 0.0434783
3683 2250 0.0416667
6681 2250 0.0416667
4564 4565 0.25
4564 10057 0.5
4565 10057 0.5
7107 357 0.037037
1946 1947 0.125
1625 959 0.0263158
8297 2828 0.2
7082 2008 0.0185185
10058 10059 0.9
5477 5478 0.25
5477 5479 0.125
5477 7773 0.166667
5477 5810 0.0909091
5478 5479 0.125
5478 7773 0.166667
5478 5810 0.0909091
5479 7773 0.166667
5479 5810 0.0909091
7773 5810 0.0909091
9980 10060 0.9
9980 6436 0.142857
10060 6436 0.142857
7655 2626 0.0357143
3793 421 0.2
8006 9658 0.111111
9643 1460 0.0769231
1625 959 0.0263158
3872 10061 0.9
3872 2375 0.0434783
10061 2375 0.0434783
72 1431 0.0333333
8400 2596 0.0263158
10062 1256 0.03125
10062 9365 0.027027
1256 9365 0.027027
2602 7463 0.111111
4873 4874 0.25
4873 10063 0.0909091
4873 10064 0.1
4874 10063 0.0909091
4874 10064 0.1
10063 10064 0.1
86 4263 0.0555556
512 629 0.333333
512 6123 0.0555556
629 6123 0.0555556
1955 650 0.0714286
566 4902 0.0833333
10065 1765 0.025
10065 1756 0.0666667
1765 1756 0.0666667
79 440 0.0188679
4564 4565 0.25
9364 417 0.05
9364 2183 0.0192308
9364 498 0.0142857
9364 784 0.0108696
417 2183 0.0192308
417 498 0.0142857
417 784 0.0108696
2183 498 0.0142857
2183 784 0.0108696
498 784 0.0108696
10066 1354 0.142857
4446 10067 0.25
1485 3641 0.0555556
5077 9859 0.111111
5892 5893 0.027027
5892 5661 0.0384615
5893 5661 0.0384615
10068 4310 0.166667
599 409 0.0357143
3320 7571 0.0769231
3066 2964 0.125
6589 6587 0.9
6589 6588 0.25
6587 6588 0.25
7224 170 0.030303
6122 100 0.00662252
6122 363 0.0128205
100 363 0.0128205
2259 4448 0.166667
2259 3682 0.0285714
4448 3682 0.0285714
587 1691 0.0454545
10069 1944 0.0294118
1662 1146 0.0625
1662 562 0.0113636
1146 562 0.0113636
2215 3196 0.0909091
5554 5555 0.142857
5554 487 0.0172414
5555 487 0.0172414
4875 5539 0.0625
8400 10070 0.0833333
3789 3518 0.111111
3789 8372 0.0625
3789 1094 0.02
3518 8372 0.0625
3518 1094 0.02
8372 1094 0.02
8861 3050 0.2
944 1018 0.0333333
944 945 0.0121951
1018 945 0.0121951
188 1297 0.111111
607 265 0.0588235
607 3015 0.015873
265 3015 0.015873
2275 6582 0.166667
474 10071 0.0909091
805 209 0.047619
805 359 0.00952381
209 359 0.00952381
29 460 0.0344828
29 10072 0.5
460 10072 0.5
1854 1169 0.0526316
1169 6681 0.0434783
512 10073 0.9
10074 85 0.0277778
4989 9556 0.5
6456 142 0.030303
6456 4545 0.0454545
6456 143 0.015625
142 4545 0.0454545
142 143 0.015625
4545 143 0.015625
563 10075 0.125
349 3268 0.1
8385 6330 0.0714286
8385 8386 0.166667
8385 8049 0.0769231
6330 8386 0.166667
6330 8049 0.0769231
8386 8049 0.0769231
5367 2071 0.025641
5367 9968 0.1
2071 9968 0.1
2244 599 0.0204082
2244 230 0.0212766
2244 1870 0.0232558
599 230 0.0212766
599 1870 0.0232558
230 1870 0.0232558
6106 10076 0.9
6106 6364 0.2
10076 6364 0.2
606 6026 0.125
10077 1186 0.2
10078 10079 0.2
10078 7237 0.0526316
10079 7237 0.0526316
1730 1731 0.04
1730 7453 0.0555556
1731 7453 0.0555556
3792 2830 0.0357143
3792 486 0.0434783
2830 486 0.0434783
1775 1776 0.0185185
1637 10080 0.5
583 9371 0.9
10081 10082 0.9
9626 9627 0.5
66 346 0.0416667
66 562 0.0113636
66 1492 0.0138889
346 562 0.0113636
346 1492 0.0138889
562 1492 0.0138889
234 9079 0.25
10083 68 0.0625
387 389 0.05
387 242 0.025
389 242 0.025
7442 2644 0.125
1689 326 0.0625
1689 4039 0.04
326 4039 0.04
8127 312 0.030303
4432 4433 0.2
4432 1449 0.0172414
4432 3791 0.02
4433 1449 0.0172414
4433 3791 0.02
1449 3791 0.02
1159 793 0.0666667
1159 1685 0.0833333
793 1685 0.0833333
3778 10084 0.0714286
3778 1292 0.00900901
10084 1292 0.00900901
6309 10085 0.142857
75 2011 0.0833333
75 2013 0.0526316
75 2017 0.0169492
2011 2013 0.0526316
2011 2017 0.0169492
2013 2017 0.0169492
6305 724 0.0322581
599 409 0.0357143
5801 99 0.00917431
163 9204 0.125
3042 4800 0.0454545
3042 1154 0.0434783
3042 10086 0.111111
4800 1154 0.0434783
4800 10086 0.111111
1154 10086 0.111111
8503 1944 0.0294118
4266 1792 0.5
1640 1361 0.142857
1640 6675 0.0217391
1361 6675 0.0217391
1700 2084 0.333333
6881 597 0.0212766
20 10087 0.0909091
200 131 0.00411523
2502 422 0.05
2502 1103 0.0120482
422 1103 0.0120482
192 9974 0.333333
192 9975 0.166667
192 667 0.025
9974 9975 0.166667
9974 667 0.025
9975 667 0.025
10088 10089 0.9
5999 6000 0.0588235
9639 9637 0.9
9639 9641 0.166667
9639 9638 0.166667
9639 9640 0.142857
9637 9641 0.166667
9637 9638 0.166667
9637 9640 0.142857
9641 9638 0.166667
9641 9640 0.142857
9638 9640 0.142857
4579 4316 0.0769231
4579 4318 0.0555556
4316 4318 0.0555556
735 10090 0.333333
735 10091 0.5
735 10092 0.1
10090 10091 0.5
10090 10092 0.1
10091 10092 0.1
5380 5098 0.0909091
5380 3140 0.0909091
5380 2491 0.03125
5098 3140 0.0909091
5098 2491 0.03125
3140 2491 0.03125
3498 8848 0.0833333
3498 3499 0.0434783
3498 3492 0.0263158
8848 3499 0.0434783
8848 3492 0.0263158
3499 3492 0.0263158
10093 10094 0.9
10093 1277 0.0909091
10094 1277 0.0909091
1645 9877 0.0588235
595 4299 0.166667
2927 2928 0.0666667
10095 72 0.0909091
525 2273 0.0714286
525 33 0.03125
525 12 0.0138889
2273 33 0.03125
2273 12 0.0138889
33 12 0.0138889
5367 624 0.0212766
5367 2071 0.025641
624 2071 0.025641
5454 9991 0.0714286
6021 14 0.0555556
6021 2526 0.037037
6021 9963 0.0666667
14 2526 0.037037
14 9963 0.0666667
2526 9963 0.0666667
1290 174 0.0232558
5995 10096 0.9
5995 1634 0.0454545
10096 1634 0.0454545
2802 2803 0.111111
2802 6687 0.111111
2803 6687 0.111111
10097 562 0.0113636
10097 2161 0.0285714
562 2161 0.0285714
4272 4280 0.0204082
4272 5069 0.0526316
4280 5069 0.0526316
1218 1683 0.0625
1218 556 0.0181818
1218 9480 0.0666667
1683 556 0.0181818
1683 9480 0.0666667
556 9480 0.0666667
744 639 0.00442478
507 1514 0.0384615
507 959 0.0263158
1514 959 0.0263158
116 791 0.0222222
326 200 0.00943396
326 131 0.00411523
200 131 0.00411523
173 7479 0.111111
173 56 0.0181818
7479 56 0.0181818
5485 10098 0.0588235
5370 444 0.0384615
1017 638 0.0625
1017 1449 0.0172414
638 1449 0.0172414
1971 4323 0.9
1971 10099 0.5
4323 10099 0.5
805 74 0.0416667
10100 1528 0.333333
10100 1655 0.025
10100 2176 0.0714286
1528 1655 0.025
1528 2176 0.0714286
1655 2176 0.0714286
7790 3658 0.142857
7790 9081 0.0714286
3658 9081 0.0714286
804 296 0.0344828
775 226 0.0384615
775 227 0.0192308
775 145 0.0114943
226 227 0.0192308
226 145 0.0114943
227 145 0.0114943
7333 239 0.0434783
9559 10101 0.5
9559 412 0.00900901
9559 8618 0.0625
10101 412 0.00900901
10101 8618 0.0625
412 8618 0.0625
87 3067 0.0666667
602 794 0.0666667
602 56 0.0181818
602 1755 0.0357143
794 56 0.0181818
794 1755 0.0357143
56 1755 0.0357143
10102 10103 0.9
10102 10104 0.125
10103 10104 0.125
10105 10106 0.0714286
10107 10108 0.9
10107 8778 0.0769231
10108 8778 0.0769231
10109 10110 0.9
10109 10111 0.5
10109 10112 0.2
10110 10111 0.5
10110 10112 0.2
10111 10112 0.2
5406 2133 0.0555556
1609 1610 0.0555556
1609 10113 0.5
1609 10114 0.333333
1609 10115 0.25
1610 10113 0.5
1610 10114 0.333333
1610 10115 0.25
10113 10114 0.333333
10113 10115 0.25
10114 10115 0.25
5265 1610 0.0555556
5265 3344 0.0526316
1610 3344 0.0526316
5591 10116 0.9
10117 10118 0.333333
10119 10120 0.5
5599 5600 0.0666667
5599 5601 0.037037
5600 5601 0.037037
5287 7272 0.125
10121 5290 0.142857
4931 10122 0.166667
3978 6614 0.5
10123 10124 0.333333
7711 2333 0.0588235
7711 2331 0.05
2333 2331 0.05
10125 2673 0.9
10125 10126 0.5
10125 5292 0.111111
2673 10126 0.5
2673 5292 0.111111
10126 5292 0.111111
6828 4612 0.1
10127 10128 0.0666667
10127 6623 0.125
10128 6623 0.125
10127 10128 0.0666667
10127 6623 0.125
10128 6623 0.125
3837 10129 0.25
3837 10130 0.25
3837 2897 0.0909091
10129 10130 0.25
10129 2897 0.0909091
10130 2897 0.0909091
3837 10129 0.25
3837 10130 0.25
3837 2897 0.0909091
10129 10130 0.25
10129 2897 0.0909091
10130 2897 0.0909091
9292 6276 0.333333
10131 10132 0.9
10131 4851 0.2
10132 4851 0.2
10133 6182 0.1
10133 9149 0.125
6182 9149 0.125
9804 4520 0.0666667
1429 4520 0.0666667
1429 10134 0.0666667
4520 10134 0.0666667
10135 10136 0.125
10135 10137 0.111111
10136 10137 0.111111
10138 8818 0.2
10138 5624 0.0833333
8818 5624 0.0833333
10139 6271 0.1
7165 4224 0.1
10140 3121 0.1
10140 3122 0.0384615
10140 2787 0.0285714
3121 3122 0.0384615
3121 2787 0.0285714
3122 2787 0.0285714
1241 10141 0.9
9601 9602 0.125
9601 9603 0.142857
9602 9603 0.142857
10142 10143 0.25
10142 5173 0.2
10142 2786 0.0555556
10143 5173 0.2
10143 2786 0.0555556
5173 2786 0.0555556
10144 10145 0.9
10144 10146 0.5
10144 10147 0.333333
10145 10146 0.5
10145 10147 0.333333
10146 10147 0.333333
10148 9043 0.142857
10148 10149 0.2
9043 10149 0.2
6512 6513 0.166667
8329 3723 0.333333
10140 4746 0.5
10140 3128 0.0333333
4746 3128 0.0333333
7993 10150 0.9
2785 7729 0.2
2785 7166 0.0769231
7729 7166 0.0769231
10151 7281 0.5
8823 8824 0.333333
10152 10153 0.25
10152 10154 0.5
10152 10155 0.1
10153 10154 0.5
10153 10155 0.1
10154 10155 0.1
9926 9927 0.166667
10156 9437 0.2
10157 10158 0.2
10159 10160 0.9
10159 10161 0.333333
10159 10162 0.2
10160 10161 0.333333
10160 10162 0.2
10161 10162 0.2
10163 10164 0.9
10163 10165 0.5
10164 10165 0.5
10166 7185 0.1
8000 9703 0.5
9180 9181 0.5
9180 10167 0.25
9180 10168 0.333333
9181 10167 0.25
9181 10168 0.333333
10167 10168 0.333333
10169 10170 0.9
10169 10171 0.5
10170 10171 0.5
10172 290 0.0454545
10173 10172 0.5
2119 267 0.2
2119 9494 0.0769231
2119 6691 0.037037
267 9494 0.0769231
267 6691 0.037037
9494 6691 0.037037
6322 299 0.047619
10174 10175 0.9
10174 10176 0.5
10175 10176 0.5
2600 2601 0.0666667
4920 2955 0.04
4329 4804 0.04
6305 724 0.0322581
239 341 0.0333333
239 4152 0.047619
239 705 0.0078125
341 4152 0.047619
341 705 0.0078125
4152 705 0.0078125
5105 646 0.0175439
5105 777 0.0169492
646 777 0.0169492
8995 8996 0.25
26 15 0.0144928
10177 10178 0.9
10179 1755 0.0357143
2622 122 0.0151515
873 879 0.0909091
954 9709 0.2
954 9710 0.2
9709 9710 0.2
4272 4280 0.0204082
4272 5069 0.0526316
4280 5069 0.0526316
1954 7112 0.0769231
1954 2807 0.0175439
7112 2807 0.0175439
36 636 0.0909091
4059 4060 0.125
10180 4058 0.333333
10181 4266 0.111111
10181 10182 0.25
4266 10182 0.25
1657 1658 0.0714286
1657 10183 0.5
1658 10183 0.5
6716 709 0.0294118
890 9738 0.25
7780 7781 0.0625
7780 7782 0.0555556
7780 8640 0.0909091
7781 7782 0.0555556
7781 8640 0.0909091
7782 8640 0.0909091
3533 2170 0.0666667
1946 303 0.0769231
1946 736 0.0181818
303 736 0.0181818
3160 7106 0.333333
6675 1362 0.25
8651 6899 0.111111
1953 642 0.1
1953 480 0.0909091
642 480 0.0909091
10184 10185 0.9
3684 8751 0.2
9731 10186 0.25
230 1546 0.0454545
230 1547 0.0188679
1546 1547 0.0377358
3204 6999 0.333333
156 2828 0.2
156 1587 0.0434783
156 2549 0.0285714
156 5395 0.2
2828 1587 0.0434783
2828 2549 0.0285714
2828 5395 0.2
1587 2549 0.0285714
1587 5395 0.2
2549 5395 0.2
7077 559 0.00819672
1869 9002 0.0714286
1869 3677 0.0192308
9002 3677 0.0192308
6456 142 0.030303
6456 143 0.015625
142 143 0.015625
1635 3791 0.02
397 1587 0.0434783
397 231 0.0322581
1587 231 0.0322581
8129 423 0.027027
47 1164 0.0833333
47 653 0.03125
1164 653 0.03125
1793 1266 0.047619
1869 9002 0.0714286
1869 3677 0.0192308
9002 3677 0.0192308
173 7479 0.111111
173 56 0.0181818
7479 56 0.0181818
2244 230 0.0212766
2244 1870 0.0232558
230 1870 0.0232558
2398 2399 0.333333
5054 5055 0.5
4920 2955 0.04
1967 7492 0.25
1967 1655 0.025
7492 1655 0.025
4041 135 0.0227273
73 632 0.0263158
73 281 0.142857
632 281 0.142857
10187 10188 0.25
10187 2935 0.1
10187 4540 0.0588235
10188 2935 0.1
10188 4540 0.0588235
2935 4540 0.0588235
9489 10189 0.9
9489 10190 0.5
9489 10191 0.333333
10189 10190 0.5
10189 10191 0.333333
10190 10191 0.333333
10187 10188 0.25
10187 2935 0.1
10187 4540 0.0588235
10188 2935 0.1
10188 4540 0.0588235
2935 4540 0.0588235
658 2927 0.142857
2860 634 0.0119048
7779 597 0.0212766
3210 696 0.142857
948 950 0.015625
5572 6133 0.0333333
1955 23 0.030303
1955 982 0.0666667
1955 1890 0.0144928
23 982 0.0666667
23 1890 0.0144928
982 1890 0.0144928
426 2114 0.0217391
140 6235 0.166667
2285 3173 0.125
624 3078 0.0714286
624 625 0.030303
624 266 0.00675676
3078 625 0.030303
3078 266 0.00675676
625 266 0.00675676
1171 9624 0.125
1171 9625 0.25
9624 9625 0.25
1042 237 0.0454545
1042 582 0.047619
237 582 0.047619
7367 6452 0.0434783
270 271 0.0666667
270 6894 0.0555556
271 6894 0.0555556
1316 2202 0.125
1316 7195 0.125
2202 7195 0.125
10 548 0.0454545
603 315 0.0196078
10192 10193 0.5
6359 6482 0.0769231
7105 1492 0.0138889
9865 75 0.111111
9865 76 0.0147059
9865 77 0.0116279
75 76 0.0147059
75 77 0.0116279
76 77 0.0116279
220 7370 0.111111
220 222 0.0294118
7370 222 0.0294118
2928 222 0.0294118
2928 2008 0.0185185
222 2008 0.0185185
5461 5464 0.1
3777 10194 0.2
3777 884 0.03125
10194 884 0.03125
1504 7361 0.2
10195 1039 0.5
10195 7000 0.0909091
10195 434 0.142857
1039 7000 0.0909091
1039 434 0.142857
7000 434 0.142857
3147 5007 0.0588235
3147 7775 0.142857
5007 7775 0.142857
8283 415 0.0208333
8283 3553 0.030303
415 3553 0.030303
8283 3553 0.030303
1434 21 0.0454545
10067 4446 0.125
4912 3530 0.0588235
4912 3531 0.0625
3530 3531 0.0625
85 354 0.012987
6905 2717 0.03125
3518 6009 0.05
4266 10182 0.25
4266 10196 0.5
4266 10181 0.2
10182 10196 0.5
10182 10181 0.2
10196 10181 0.2
5866 6880 0.142857
5866 3174 0.05
6880 3174 0.05
7216 4920 0.0666667
7216 784 0.0108696
4920 784 0.0108696
241 1370 0.125
241 585 0.0588235
241 1208 0.037037
1370 585 0.0588235
1370 1208 0.037037
585 1208 0.037037
21 10197 0.0666667
478 3752 0.25
478 10198 0.5
3752 10198 0.5
6479 10199 0.333333
310 48 0.0285714
310 2106 0.142857
48 2106 0.142857
1958 695 0.0588235
9748 9749 0.125
3042 3041 0.0625
512 9473 0.142857
512 6123 0.0555556
512 1193 0.0212766
9473 6123 0.0555556
9473 1193 0.0212766
6123 1193 0.0212766
10200 959 0.0263158
10201 129 0.0434783
10201 8008 0.0769231
10201 130 0.0454545
129 8008 0.0769231
129 130 0.0454545
8008 130 0.0454545
4279 6116 0.333333
105 9964 0.333333
105 274 0.0113636
9964 274 0.0113636
164 363 0.0128205
563 2183 0.0192308
5077 27 0.00952381
1764 6997 0.0714286
9726 937 0.0625
10202 8131 0.0909091
6584 3198 0.0714286
6584 586 0.0192308
3198 586 0.0192308
10203 10204 0.5
10203 10205 0.25
10203 10206 0.166667
10204 10205 0.25
10204 10206 0.166667
10205 10206 0.166667
8256 10207 0.9
28 155 0.9
28 3197 0.111111
28 9659 0.166667
28 354 0.012987
155 3197 0.111111
155 9659 0.166667
155 354 0.012987
3197 9659 0.166667
3197 354 0.012987
9659 354 0.012987
326 200 0.00943396
326 131 0.00411523
326 134 0.0125
200 131 0.00411523
200 134 0.0125
131 134 0.0125
8500 6113 0.0294118
8500 44 0.0196078
6113 44 0.0196078
238 444 0.0384615
1434 21 0.0454545
5335 251 0.0149254
10203 10204 0.5
10203 10205 0.25
10203 10206 0.166667
10204 10205 0.25
10204 10206 0.166667
10205 10206 0.166667
7225 9001 0.142857
7225 6583 0.142857
7225 1405 0.0555556
9001 6583 0.142857
9001 1405 0.0555556
6583 1405 0.0555556
8006 2615 0.0588235
7004 7091 0.0833333
5449 10208 0.333333
5665 5667 0.125
7324 5901 0.0434783
7324 247 0.00833333
5901 247 0.00833333
740 10209 0.0833333
546 7438 0.0714286
546 547 0.0185185
7438 547 0.0185185
2259 4448 0.166667
2259 3682 0.0285714
4448 3682 0.0285714
8867 553 0.0135135
8867 8507 0.04
8867 974 0.166667
8867 9568 0.04
8867 1060 0.010989
8867 8855 0.125
553 8507 0.04
553 974 0.166667
553 9568 0.04
553 1060 0.010989
553 8855 0.125
8507 974 0.166667
8507 9568 0.04
8507 1060 0.010989
8507 8855 0.125
974 9568 0.04
974 1060 0.010989
974 8855 0.125
9568 1060 0.010989
9568 8855 0.125
1060 8855 0.125
10210 10211 0.9
1314 985 0.037037
1314 8856 0.0625
1314 5813 0.0277778
985 8856 0.0625
985 5813 0.0277778
8856 5813 0.0277778
5896 3067 0.0666667
10212 10213 0.9
10212 10214 0.25
10212 10215 0.333333
10212 10216 0.125
10213 10214 0.25
10213 10215 0.333333
10213 10216 0.125
10214 10215 0.333333
10214 10216 0.125
10215 10216 0.125
10217 10218 0.9
10217 10219 0.5
10218 10219 0.5
9111 9112 0.333333
3099 10220 0.9
3099 8658 0.25
3099 10221 0.333333
10220 8658 0.25
10220 10221 0.333333
8658 10221 0.333333
10222 10223 0.9
9890 10224 0.9
9890 9891 0.333333
9890 10225 0.333333
10224 9891 0.333333
10224 10225 0.333333
9891 10225 0.333333
1810 5607 0.0714286
7267 6259 0.142857
10226 10227 0.333333
8558 7035 0.2
9904 3707 0.142857
5282 5027 0.1
8674 8675 0.25
8674 8195 0.0714286
8675 8195 0.0714286
3826 10228 0.9
10229 8911 0.5
3826 10230 0.9
10231 10232 0.9
10233 1328 0.2
10124 10123 0.5
8558 7035 0.2
3462 9037 0.9
3462 920 0.0833333
9037 920 0.0833333
10234 7407 0.111111
10234 6169 0.0555556
7407 6169 0.0555556
842 3359 0.0909091
842 2344 0.0666667
